surface,molecule,functional,E_ads_ML,E_ads_relaxed,E_ads_SPE,relaxed_status,SPE_status,completion_job_directory,relaxed_energy_review,SPE_energy_review,dft_contact_available,required_CONTCAR
Pd100,SO2,beef_vdw,-1.68,-1.457,-1.31,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,acetaldehyde,pbe,-0.71,-0.266,-0.212,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_c08ae883ca/pbe,False,False,True,
Pd100,acetaldehyde,pbe_d3,-0.71,-0.644,-0.553,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_156b5750ad/pbe_d3,False,False,True,
Pd100,acetaldehyde,r2scan,-0.71,-0.442,-0.381,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_25986b23a9/r2scan,False,False,True,
Pd100,acetaldehyde,beef_vdw,-0.71,-0.537,-0.381,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,acetic_acid,pbe,-0.78,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd100,acetic_acid,pbe_d3,-0.78,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd100,acetic_acid,r2scan,-0.78,-0.627,-0.55,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_25986b23a9/r2scan,False,False,True,
Pd100,acetic_acid,beef_vdw,-0.78,-0.679,-0.605,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,ethane,pbe,-0.51,-0.046,0.077,available,available,,False,False,True,
Pd100,ethane,pbe_d3,-0.51,-0.409,-0.212,available,available,,False,False,True,
Pd100,ethane,r2scan,-0.51,-0.2,-0.063,available,available,,False,False,True,
Pd100,ethane,beef_vdw,-0.51,-0.324,-0.092,available,available,,False,False,True,
Pd100,ethanol,pbe,-0.71,-0.276,-0.231,available,available,,False,False,True,
Pd100,ethanol,pbe_d3,-0.71,-0.729,-0.567,available,available,,False,False,True,
Pd100,ethanol,r2scan,-0.71,-1.03,-0.419,available; energy review,available,,True,False,True,
Pd100,ethanol,beef_vdw,-0.71,-0.595,-0.433,available,available,,False,False,True,
Pd100,ethene,pbe,-1.44,-0.885,-0.837,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_c08ae883ca/pbe,False,False,True,
Pd100,ethene,pbe_d3,-1.44,-1.288,-1.176,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_156b5750ad/pbe_d3,False,False,True,
Pd100,ethene,r2scan,-1.44,-1.137,-1.059,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_25986b23a9/r2scan,False,False,True,
Pd100,ethene,beef_vdw,-1.44,-1.046,-0.908,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,formaldehyde,pbe,-1.22,-0.579,-0.543,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_c08ae883ca/pbe,False,False,True,
Pd100,formaldehyde,pbe_d3,-1.22,-0.92,-0.793,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_156b5750ad/pbe_d3,False,False,True,
Pd100,formaldehyde,r2scan,-1.22,-0.883,-0.786,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_25986b23a9/r2scan,False,False,True,
Pd100,formaldehyde,beef_vdw,-1.22,-0.706,-0.382,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,formic_acid,pbe,-0.73,-0.422,-0.412,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_c08ae883ca/pbe,False,False,True,
Pd100,formic_acid,pbe_d3,-0.73,-0.777,-0.674,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_156b5750ad/pbe_d3,False,False,True,
Pd100,formic_acid,r2scan,-0.73,,-0.527,potential_mismatch,available,,False,False,True,
Pd100,formic_acid,beef_vdw,-0.73,-0.617,-0.539,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,glycerol,pbe,-0.95,-0.81,0.06,available; energy review,available,,True,False,True,
Pd100,glycerol,pbe_d3,-0.95,-1.6,-0.55,available; energy review,available,,True,False,True,
Pd100,glycerol,r2scan,-0.95,-1.34,-0.172,available; energy review,available,,True,False,True,
Pd100,glycerol,beef_vdw,-0.95,,-0.396,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pd100,isopropanol,pbe,-0.82,-0.68,0.164,available; energy review,available,,True,False,True,
Pd100,isopropanol,pbe_d3,-0.82,-1.27,-0.275,available; energy review,available,,True,False,True,
Pd100,isopropanol,r2scan,-0.82,-1.11,-0.022,available; energy review,available,,True,False,True,
Pd100,isopropanol,beef_vdw,-0.82,,-0.17,no matching Perlmutter calculation,available,,False,False,True,
Pd100,methane,pbe,-0.61,-0.016,0.037,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_c08ae883ca/pbe,False,False,True,
Pd100,methane,pbe_d3,-0.61,-0.233,-0.126,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_156b5750ad/pbe_d3,False,False,True,
Pd100,methane,r2scan,-0.61,-0.098,-0.032,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_25986b23a9/r2scan,False,False,True,
Pd100,methane,beef_vdw,-0.61,-0.218,-0.097,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,methanol,pbe,-0.64,-0.276,-0.241,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_c08ae883ca/pbe,False,False,True,
Pd100,methanol,pbe_d3,-0.64,-0.61,-0.516,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_156b5750ad/pbe_d3,False,False,True,
Pd100,methanol,r2scan,-0.64,-0.45,-0.389,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_25986b23a9/r2scan,False,False,True,
Pd100,methanol,beef_vdw,-0.64,-0.517,-0.388,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd100_b7d9b89afa/beef_vdw,False,False,True,
Pd100,propane,pbe,-0.62,-0.43,0.302,available; energy review,available,,True,False,True,
Pd100,propane,pbe_d3,-0.62,-0.91,-0.111,available; energy review,available,,True,False,True,
Pd100,propane,r2scan,-0.62,-0.78,0.091,available; energy review,available,,True,False,True,
Pd100,propane,beef_vdw,-0.62,,-0.035,no matching Perlmutter calculation,available,,False,False,True,
Pd100,propanol,pbe,-0.8,-0.69,0.202,available; energy review,available,,True,False,True,
Pd100,propanol,pbe_d3,-0.8,-1.25,-0.266,available; energy review,available,,True,False,True,
Pd100,propanol,r2scan,-0.8,-1.1,-0.012,available; energy review,available,,True,False,True,
Pd100,propanol,beef_vdw,-0.8,,-0.087,no matching Perlmutter calculation,available,,False,False,True,
Pd100,propene,pbe,-1.46,-1.13,-0.725,available; energy review,available,,True,False,True,
Pd100,propene,pbe_d3,-1.46,-1.72,-1.173,available; energy review,available,,True,False,True,
Pd100,propene,r2scan,-1.46,-1.64,-1.013,available; energy review,available,,True,False,True,
Pd100,propene,beef_vdw,-1.46,,-0.863,no matching Perlmutter calculation,available,,False,False,True,
Pd110,CH3,pbe,-2.49,-1.918,-1.9,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,CH3,pbe_d3,-2.49,-2.159,-2.116,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,CH3,r2scan,-2.49,-1.877,-1.814,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,CH3,beef_vdw,-2.49,-1.947,-1.908,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,CO,pbe,-2.27,-2.057,-2.028,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,CO,pbe_d3,-2.27,-2.262,-2.234,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,CO,r2scan,-2.27,-2.098,-2.049,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,CO,beef_vdw,-2.27,-1.911,-1.857,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,CO2,pbe,-0.48,-0.037,-0.024,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,CO2,pbe_d3,-0.48,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd110,CO2,r2scan,-0.48,-0.146,-0.081,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,CO2,beef_vdw,-0.48,-0.292,-0.258,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,DME,pbe,-0.55,-0.281,-0.227,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,DME,pbe_d3,-0.55,-0.763,-0.711,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Pd110,DME,r2scan,-0.55,-0.579,-0.507,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,DME,beef_vdw,-0.55,-0.658,-0.555,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,H2O,pbe,-0.86,-0.377,-0.352,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,H2O,pbe_d3,-0.86,-0.601,-0.554,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,H2O,r2scan,-0.86,-0.549,-0.477,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,H2O,beef_vdw,-0.86,,-0.389,potential_mismatch,available,,False,False,True,
Pd110,H2S,pbe,-1.25,-0.945,-0.907,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,H2S,pbe_d3,-1.25,-1.387,-1.324,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,H2S,r2scan,-1.25,-1.069,-0.985,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,H2S,beef_vdw,-1.25,-0.984,-0.919,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,N2,pbe,-0.54,-0.443,-0.423,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,N2,pbe_d3,-0.54,-0.665,-0.617,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,N2,r2scan,-0.54,,,potential_mismatch,complex_unconverged,,False,False,True,
Pd110,N2,beef_vdw,-0.54,,-0.398,potential_mismatch,available,,False,False,True,
Pd110,NH3,pbe,-1.39,-0.822,-0.8,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,NH3,pbe_d3,-1.39,-1.095,-1.04,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,NH3,r2scan,-1.39,-0.891,-0.813,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,NH3,beef_vdw,-1.39,,-0.831,potential_mismatch,available,,False,False,True,
Pd110,NO,pbe,-2.41,-2.689,-2.665,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,NO,pbe_d3,-2.41,-2.891,-2.849,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,NO,r2scan,-2.41,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd110,NO,beef_vdw,-2.41,-9.184,-9.127,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,True,True,True,
Pd110,SO2,pbe,-1.66,-1.594,-1.521,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,SO2,pbe_d3,-1.66,-2.139,-2.056,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,SO2,r2scan,-1.66,-2.01,-1.898,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,SO2,beef_vdw,-1.66,-1.729,-1.655,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,acetaldehyde,pbe,-0.8,-0.289,-0.261,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,acetaldehyde,pbe_d3,-0.8,-0.711,-0.654,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,acetaldehyde,r2scan,-0.8,-0.532,-0.452,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,acetaldehyde,beef_vdw,-0.8,-0.555,-0.485,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,acetic_acid,pbe,-0.85,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd110,acetic_acid,pbe_d3,-0.85,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd110,acetic_acid,r2scan,-0.85,-0.75,-0.657,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,acetic_acid,beef_vdw,-0.85,-0.739,-0.69,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,ethane,pbe,-0.57,-0.043,0.042,available,available,,False,False,True,
Pd110,ethane,pbe_d3,-0.57,-0.402,-0.316,available,available,,False,False,True,
Pd110,ethane,r2scan,-0.57,-0.59,-0.058,available; energy review,available,,True,False,True,
Pd110,ethane,beef_vdw,-0.57,,-0.101,slab_mismatch,available,,False,False,True,
Pd110,ethanol,pbe,-0.82,-0.428,-0.406,available,available,,False,False,True,
Pd110,ethanol,pbe_d3,-0.82,-0.918,-0.826,available,available,,False,False,True,
Pd110,ethanol,r2scan,-0.82,-1.1,-0.542,available; energy review,available,,True,False,True,
Pd110,ethanol,beef_vdw,-0.82,-0.701,-0.563,available,available,,False,False,True,
Pd110,ethene,pbe,-1.6,-0.97,-0.949,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,ethene,pbe_d3,-1.6,-1.382,-1.337,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,ethene,r2scan,-1.6,-1.175,-1.118,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,ethene,beef_vdw,-1.6,-1.15,-1.094,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,formaldehyde,pbe,-1.04,-0.82,-0.718,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,formaldehyde,pbe_d3,-1.04,-1.132,-1.032,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,formaldehyde,r2scan,-1.04,-1.048,-0.901,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,formaldehyde,beef_vdw,-1.04,-0.874,-0.707,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,formic_acid,pbe,-0.79,-0.479,-0.455,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,formic_acid,pbe_d3,-0.79,-0.868,-0.806,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,formic_acid,r2scan,-0.79,-0.717,-0.643,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,formic_acid,beef_vdw,-0.79,-0.66,-0.607,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,glycerol,pbe,-1.27,-1.01,-0.181,available; energy review,available,,True,False,True,
Pd110,glycerol,pbe_d3,-1.27,-1.82,-1.036,available; energy review,available,,True,False,True,
Pd110,glycerol,r2scan,-1.27,-1.63,-0.626,available; energy review,available,,True,False,True,
Pd110,glycerol,beef_vdw,-1.27,,-0.363,no matching Perlmutter calculation,available; energy review,,False,True,True,
Pd110,isopropanol,pbe,-0.93,-0.7,0.209,available; energy review,available,,True,False,True,
Pd110,isopropanol,pbe_d3,-0.93,-1.3,-0.489,available; energy review,available,,True,False,True,
Pd110,isopropanol,r2scan,-0.93,-1.16,-0.161,available; energy review,available,,True,False,True,
Pd110,isopropanol,beef_vdw,-0.93,,0.099,no matching Perlmutter calculation,available,,False,False,True,
Pd110,methane,pbe,-0.63,0.002,0.02,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,methane,pbe_d3,-0.63,-0.241,-0.196,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,methane,r2scan,-0.63,-0.131,-0.063,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,methane,beef_vdw,-0.63,-0.211,-0.114,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,methanol,pbe,-0.77,-0.397,-0.369,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_b8e0988b71/pbe,False,False,True,
Pd110,methanol,pbe_d3,-0.77,-0.746,-0.7,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_ff78040989/pbe_d3,False,False,True,
Pd110,methanol,r2scan,-0.77,-0.632,-0.566,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_2eb6224610/r2scan,False,False,True,
Pd110,methanol,beef_vdw,-0.77,-0.616,-0.541,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd110_7655ac7da9/beef_vdw,False,False,True,
Pd110,propane,pbe,-0.6,-0.38,0.216,available; energy review,available,,True,False,True,
Pd110,propane,pbe_d3,-0.6,-0.91,-0.411,available; energy review,available,,True,False,True,
Pd110,propane,r2scan,-0.6,-0.79,-0.155,available; energy review,available,,True,False,True,
Pd110,propane,beef_vdw,-0.6,,0.155,no matching Perlmutter calculation,available,,False,False,True,
Pd110,propanol,pbe,-0.89,-0.65,0.173,available; energy review,available,,True,False,True,
Pd110,propanol,pbe_d3,-0.89,-1.26,-0.526,available; energy review,available,,True,False,True,
Pd110,propanol,r2scan,-0.89,-1.14,-0.168,available; energy review,available,,True,False,True,
Pd110,propanol,beef_vdw,-0.89,,0.102,no matching Perlmutter calculation,available,,False,False,True,
Pd110,propene,pbe,-1.54,-1.35,-1.035,available; energy review,available,,True,False,True,
Pd110,propene,pbe_d3,-1.54,-1.9,-1.516,available; energy review,available,,True,False,True,
Pd110,propene,r2scan,-1.54,-1.77,-1.17,available; energy review,available,,True,False,True,
Pd110,propene,beef_vdw,-1.54,,-1.145,no matching Perlmutter calculation,available,,False,False,True,
Pd111,CH3,pbe,-2.45,-1.748,-1.734,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_ffc3f47166/pbe,False,False,True,
Pd111,CH3,pbe_d3,-2.45,-2.001,-1.927,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_0333765c8d/pbe_d3,False,False,True,
Pd111,CH3,r2scan,-2.45,,-1.947,slab_mismatch,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_5174c1fcdf/r2scan,False,True,True,
Pd111,CH3,beef_vdw,-2.45,-1.813,-1.735,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_f1f527eac1/beef_vdw,False,False,True,
Pd111,CO2,pbe,-0.45,-0.035,0.003,available,available,,False,False,True,
Pd111,CO2,pbe_d3,-0.45,,,potential_mismatch,reference_unavailable,,False,False,True,
Pd111,CO2,r2scan,-0.45,-0.66,0.047,available; energy review,available,,True,False,True,
Pd111,CO2,beef_vdw,-0.45,-0.272,-0.22,available,available,,False,False,True,
Pd111,DME,pbe,-0.49,-0.156,-0.119,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_ffc3f47166/pbe,False,False,True,
Pd111,DME,pbe_d3,-0.49,-0.666,-0.561,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/dme_references_davidson_20260915/molecule/DME/PBE_D3,False,False,True,
Pd111,DME,r2scan,-0.49,-0.7,-0.668,available; energy review,available; energy review,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_5174c1fcdf/r2scan,True,True,True,
Pd111,DME,beef_vdw,-0.49,-0.568,-0.459,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_f1f527eac1/beef_vdw,False,False,True,
Pd111,H2O,pbe,-0.7,-0.232,-0.216,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_ffc3f47166/pbe,False,False,True,
Pd111,H2O,pbe_d3,-0.7,-0.449,-0.356,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_0333765c8d/pbe_d3,False,False,True,
Pd111,H2O,r2scan,-0.7,,-0.617,slab_mismatch,available; energy review,,False,True,True,
Pd111,H2O,beef_vdw,-0.7,-0.347,-0.249,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_f1f527eac1/beef_vdw,False,False,True,
Pd111,H2S,pbe,-1.01,-0.6,-0.582,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_ffc3f47166/pbe,False,False,True,
Pd111,H2S,pbe_d3,-1.01,-1.027,-0.922,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_0333765c8d/pbe_d3,False,False,True,
Pd111,H2S,r2scan,-1.01,,-0.906,slab_mismatch,available; energy review,,False,True,True,
Pd111,H2S,beef_vdw,-1.01,,-0.543,slab_mismatch,available,,False,False,True,
Pd111,N2,pbe,-0.38,-0.179,-0.162,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_ffc3f47166/pbe,False,False,True,
Pd111,N2,pbe_d3,-0.38,-0.432,-0.347,available,available,/pscratch/sd/j/jcho5/VASP/completion_runs/matched_potential_slabs_20260915/slab/Pd111_0333765c8d/pbe_d3,False,False,True,
Pd111,N2,r2scan,-0.38,,-0.503,slab_mismatch,available; energy review,,False,True,True,
Pd111,N2,beef_vdw,-0.38,,-0.134,slab_mismatch,available,,False,False,True,
